area,time,OBS,EXP,pop,type,Average_cloud_volume,rain_fall,Average_temperature_(Celsius),wind_speed,Average_maximum_relative_humidity
Chachoengsao,12,62,13.7621232,679370,2,8,362.8,25.3,1.8,95
Chai Nat,12,6,6.750828161,333256,2,8,264.8,25,0.5,92
Chaiyaphum,12,16,22.83841532,1127423,2,8,282.1,25.2,2.3,79
Chanthaburi,12,8,10.47002691,516855,2,8,904.8,26.75,1.5,91
Chiang Mai,12,3,33.34624214,1646144,2,7.5,320.45,19.2,2.35,87
Chiang Rai,12,3,24.28139532,1198656,2,7.5,290.05,21.25,1.3,95.5
Chon Buri,12,55,27.1174011,1338656,2,7.4,211.22,26.82,2.38,88.2
Chumphon,12,1,9.970221409,492182,2,7,217.45,26,1.35,95
Kalasin,12,6,19.88556611,981655,2,7,388.3,23,2.8,90
Kamphaeng Phet,12,17,14.70689801,726009,2,8,368.8,25.2,1.5,89
Kanchanaburi,12,12,16.99403538,838914,2,8,174.9,26.2,0.9,90
Khon Kaen,12,21,35.77552418,1766066,2,8,301.85,24,2.05,89
Krabi,12,52,8.873436687,438039,2,7,323.2,27.55,1.9,97.5
Lampang,12,2,15.34550574,757534,2,8,294.0333333,23.83333333,0.733333333,95
Lamphun,12,0,8.182930051,403952,2,8,318.4,23.1,0.3,95
Loei,12,1,12.65911952,624920,2,8,428.25,23.1,1.4,94
Lop Buri,12,33,15.31700388,756127,2,8,375.8,25.95,1.9,88
Mae Hong Son,12,0,4.943725277,244048,2,8,234.7,21.5,0.15,95
Maha Sarakham,12,5,19.0364052,939736,2,8,385.3,24.3,2.1,88
Mukdahan,12,0,6.899212035,340581,2,8,231.5,24,2.6,88
Nakhon Nayok,12,2,5.14190131,253831,2,0,0,17.7,0,0
Nakhon Pathom,12,43,17.54401793,866064,2,8,168.2,25.3,1,98
Nakhon Phanom,12,2,14.27661516,704768,2,7,526,21.9,1.95,86.5
Nakhon Ratchasima,12,53,52.37140461,2585325,2,7.666666667,302.0333333,24.66666667,2.7,89
Nakhon Sawan,12,10,21.70934065,1071686,2,8,244.4,25.65,0.8,88.5
Nakhon Si Thammarat,12,19,30.91390127,1526071,2,7.666666667,147.2333333,27.2,1.266666667,97
Nan,12,0,9.654817051,476612,2,7.75,379.425,22.225,0.55,96.5
Narathiwat,12,12,15.13965223,747372,2,7,223,26.3,3.2,93
Nong Bua Lam Phu,12,0,10.18026815,502551,2,6,0,23.5,2.3,90
Nong Khai,12,0,10.32853048,509870,2,8,574.3,21.6,3,85
Nonthaburi,12,19,22.74126187,1122627,2,9,307.6,0,0,0
Pathum Thani,12,4,20.47794694,1010898,2,9,307.6,26.8,2.1,90
Pattani,12,4,13.44033782,663485,2,8,79.8,27.3,0.7,95
Phangnga,12,5,5.164184212,254931,2,8,417.2,26.7,0.95,89.5
Phatthalung,12,12,10.3526973,511063,2,7,594.1,27.3,1,95
Phayao,12,0,9.854552887,486472,2,7,178.7,27.2,1.8,97
Phetchabun,12,4,20.07095985,990807,2,8,161.3,22.9,1.1,97
Phetchaburi,12,9,9.441448131,466079,2,8,354.0333333,25.53333333,0.5,89
Phichit,12,4,11.13513104,549688,2,8,129.2,26.1,4.8,92
Phitsanulok,12,13,17.24609553,851357,2,9,485,25.8,2.2,93
Phra Nakhon Si Ayutthaya,12,0,15.95563187,787653,2,8,380.5,25.7,2,89
Phrae,12,0,9.292983228,458750,2,8,283.3,25.5,3,90
Phuket,12,10,7.167943839,353847,2,8,263,24.4,1.2,94
Prachin Buri,12,4,9.51382705,469652,2,7,289,27.35,1.5,93
Prachuap Khiri Khan,12,9,10.38318436,512568,2,7.333333333,49.66666667,25.83333333,2.3,89.66666667
Ranong,12,0,3.724263049,183849,2,8,911.5,26.6,1.6,90
Ratchaburi,12,56,17.07040497,842684,2,8,110.6,25.7,2.4,93
Rayong,12,37,12.91873559,637736,2,8,275.85,26.1,1.65,88
Roi Et,12,7,26.43680023,1305058,2,8,516.1,23.45,3.45,88.5
Sa Kaeo,12,4,11.05223864,545596,2,8,288.45,25.9,1.35,90.5
Sakon Nakhon,12,1,22.75592807,1123351,2,7,228.2,22.85,2.3,90
Samut Prakan,12,33,24.37390988,1203223,2,8,215.45,26.73333333,4.6,84
Samut Sakhon,12,44,10.11032009,499098,2,8,215.45,0,0,0
Samut Songkhram,12,6,3.931635843,194086,2,0,0,25.9,0,0
Saraburi,12,9,12.56865093,620454,2,8,0,0,0,85
Satun,12,11,6.106872534,301467,2,7,480.7,27.7,0.6,92
Si Sa Ket,12,9,29.41754359,1452203,2,7,441.9,24.7,3.1,86
Sing Buri,12,1,4.326671191,213587,2,8,0,0,0,85
Songkhla,12,34,27.6917733,1367010,2,7,176.85,26.65,2.55,95
Sukhothai,12,2,12.18477729,601504,2,8,363.4,25.2,0.15,94.5
Suphan Buri,12,24,17.11839424,845053,2,8,188.3,25.6,0.65,90.5
Surat Thani,12,4,20.50156682,1012064,2,7.25,134.2,26.7,1.65,96.5
Surin,12,4,27.96299674,1380399,2,7.666666667,302.6666667,24.03333333,1.7,88
Tak,12,8,10.75692941,531018,2,8.6,294.48,23.3,1.1,93.6
Trang,12,19,12.69533936,626708,2,8,1446.7,25.6,2.5,91
Trat,12,11,4.497358224,222013,2,7,299.3,28,2.2,95
Ubon Ratchathani,12,0,36.78820107,1816057,2,8.5,339.6,25.1,2.1,87
Udon Thani,12,2,31.36028858,1548107,2,8,274.7,23.6,2.2,90
Uthai Thani,12,5,6.645045145,328034,2,0,0,24.9,0,0
Uttaradit,12,0,9.33937218,461040,2,8,501,26.1,0.6,87
Yala,12,1,10.00232905,493767,2,8,71.2,27.2,1.7,97
Yasothon,12,0,10.91564445,538853,2,8,339.6,0,0,88
Amnat Charoen,1,0,0.325324385,372241,3,9,339.6,0,0,88
Ang Thong,1,0,0.24825844,284061,3,8,283.3,0,0,88
Bangkok Metropolis,1,11,4.959595548,5674843,3,8.25,208.04,27.975,2.425,82.5
Bueng Kan,1,0,0.356256512,407634,3,7,0,0,0,75
Buri Ram,1,1,1.362580608,1559085,3,8.5,257.95,24.85,3.85,88
Chachoengsao,1,1,0.593743374,679370,3,9,362.8,25.9,1.8,92
Chai Nat,1,0,0.291252987,333256,3,8,264.8,26.6,2,90
Chaiyaphum,1,1,0.985324544,1127423,3,9,282.1,25.5,2.8,74
Chanthaburi,1,0,0.451711485,516855,3,9,904.8,27.4,1.75,87.5
Chiang Mai,1,6,1.438666841,1646144,3,7,320.45,20.3,1.95,88
Chiang Rai,1,0,1.047579459,1198656,3,7,290.05,21.15,0.95,95
Chon Buri,1,1,1.1699341,1338656,3,8,211.22,28.08,2.92,85.8
Chumphon,1,0,0.430148227,492182,3,7.5,217.45,26.25,1.6,95
Kalasin,1,0,0.857928892,981655,3,8,388.3,24.3,3.8,85
Kamphaeng Phet,1,0,0.634504074,726009,3,8,368.8,26.2,1.3,87
Kanchanaburi,1,1,0.733178722,838914,3,8.5,174.9,26.1,0.7,88.5
Khon Kaen,1,0,1.543474079,1766066,3,9,301.85,24.9,1.65,84.5
Krabi,1,2,0.382829318,438039,3,7.5,323.2,28,1.8,89.5
Lampang,1,0,0.662055717,757534,3,8,294.0333333,24.06666667,0.866666667,95.66666667
Lamphun,1,0,0.353038585,403952,3,8,318.4,24,0,96
Loei,1,1,0.546156158,624920,3,8,428.25,23.35,1.45,93
Lop Buri,1,2,0.660826053,756127,3,8,375.8,26.75,1.85,82
Mae Hong Son,1,0,0.21328861,244048,3,8,234.7,22.7,0.2,94.5
Maha Sarakham,1,0,0.821293291,939736,3,9,385.3,25,2.6,84
Mukdahan,1,0,0.297654756,340581,3,9,231.5,24.4,2.8,85
Nakhon Nayok,1,0,0.221838577,253831,3,0,0,19.1,0,0
Nakhon Pathom,1,2,0.756906783,866064,3,9,168.2,24.6,0.9,97
Nakhon Phanom,1,0,0.615940253,704768,3,8,526,22.7,1.85,85.5
Nakhon Ratchasima,1,0,2.259475083,2585325,3,8,302.0333333,25.03333333,3.033333333,82.33333333
Nakhon Sawan,1,0,0.93661254,1071686,3,8,244.4,26.65,1.1,80.5
Nakhon Si Thammarat,1,0,1.333727636,1526071,3,7.666666667,147.2333333,26.93333333,2.033333333,96.66666667
Nan,1,0,0.416540643,476612,3,7.25,379.425,23.225,0.425,96.5
Narathiwat,1,2,0.653174518,747372,3,8,223,0,4.2,89
Nong Bua Lam Phu,1,0,0.439210336,502551,3,6,0,24,2.2,87
Nong Khai,1,0,0.445606862,509870,3,8,574.3,24.5,2.6,85
Nonthaburi,1,0,0.981133024,1122627,3,9,307.6,0,0,0
Pathum Thani,1,0,0.883486155,1010898,3,9,307.6,28.3,1.7,90
Pattani,1,1,0.579860492,663485,3,8,79.8,27.3,0,97
Phangnga,1,0,0.222799935,254931,3,8.5,417.2,27.4,1.3,82.5
Phatthalung,1,2,0.446649498,511063,3,8,594.1,27.3,1.6,94
Phayao,1,0,0.425157906,486472,3,7,178.7,26.9,3.9,96
Phetchabun,1,0,0.86592739,990807,3,8,161.3,22.6,0.8,98
Phetchaburi,1,0,0.407335204,466079,3,8,354.0333333,26.1,0.633333333,82.66666667
Phichit,1,0,0.48040627,549688,3,9,129.2,26.8,4.3,88
Phitsanulok,1,1,0.744053428,851357,3,9,485,26.6,1.1,91
Phra Nakhon Si Ayutthaya,1,0,0.688378571,787653,3,8,380.5,25.9,1.8,91
Phrae,1,0,0.400929939,458750,3,8,283.3,27.5,3.5,85
Phuket,1,2,0.309248733,353847,3,8,263,25.1,0.9,95
Prachin Buri,1,0,0.41045787,469652,3,7,289,28.65,2.35,88
Prachuap Khiri Khan,1,2,0.447964811,512568,3,8,49.66666667,25.96666667,2.233333333,87.66666667
Ranong,1,0,0.160676988,183849,3,8,911.5,27.8,2.1,88
Ratchaburi,1,1,0.736473558,842684,3,9,110.6,26.8,2.8,88
Rayong,1,0,0.557356851,637736,3,8,275.85,26.9,1.75,88
Roi Et,1,0,1.140570734,1305058,3,9,516.1,23.95,3.4,85.5
Sa Kaeo,1,0,0.476830018,545596,3,8,288.45,26.75,1.45,84.5
Sakon Nakhon,1,0,0.981765772,1123351,3,8,228.2,23.3,2.1,88
Samut Prakan,1,2,1.051570842,1203223,3,8,215.45,27.7,4.7,82.33333333
Samut Sakhon,1,1,0.436192546,499098,3,8,215.45,0,0,0
Samut Songkhram,1,0,0.169623734,194086,3,0,0,25,0,0
Saraburi,1,0,0.542253045,620454,3,8,0,0,0,85
Satun,1,0,0.263470618,301467,3,7,480.7,28.1,2.9,84
Si Sa Ket,1,0,1.269169831,1452203,3,7,441.9,25.2,4.1,84
Sing Buri,1,0,0.186666862,213587,3,8,0,0,0,85
Songkhla,1,6,1.194714411,1367010,3,7.25,176.85,26.3,4.125,92
Sukhothai,1,0,0.52569147,601504,3,8,363.4,26.25,0.8,92.5
Suphan Buri,1,1,0.738543973,845053,3,8.5,188.3,26.15,0.6,87
Surat Thani,1,2,0.884505194,1012064,3,7.5,134.2,26.65,2.65,95.75
Surin,1,2,1.206415884,1380399,3,8.333333333,302.6666667,24.73333333,1.666666667,85.33333333
Tak,1,1,0.464089405,531018,3,8.4,294.48,23.72,1,93.2
Trang,1,0,0.547718802,626708,3,9,1446.7,26.3,2.8,87
Trat,1,0,0.194030863,222013,3,7,299.3,27.4,5.1,90
Ubon Ratchathani,1,0,1.587164299,1816057,3,9,339.6,25.6,1.65,88
Udon Thani,1,0,1.352986256,1548107,3,8,274.7,24.3,1.9,87
Uthai Thani,1,0,0.286689159,328034,3,0,0,26.3,0,0
Uttaradit,1,0,0.402931311,461040,3,9,501,26.8,0.3,85
Yala,1,0,0.431533457,493767,3,8,71.2,25.8,0,96
Yasothon,1,1,0.470936895,538853,3,7.5,339.6,0,0,88
Amnat Charoen,2,0,0.267230744,372241,3,9,339.6,0,0,88
Ang Thong,2,0,0.203926576,284061,3,8,283.3,0,0,88
Bangkok Metropolis,2,5,4.073953486,5674843,3,8.25,208.04,27.975,2.425,82.5
Bueng Kan,2,0,0.292639277,407634,3,7,0,0,0,75
Buri Ram,2,0,1.119262642,1559085,3,8.5,257.95,24.85,3.85,88
Chachoengsao,2,0,0.487717771,679370,3,9,362.8,25.9,1.8,92
Chai Nat,2,0,0.239243525,333256,3,8,264.8,26.6,2,90
Chaiyaphum,2,1,0.809373733,1127423,3,9,282.1,25.5,2.8,74
Chanthaburi,2,0,0.37104872,516855,3,9,904.8,27.4,1.75,87.5
Chiang Mai,2,0,1.181762048,1646144,3,7,320.45,20.3,1.95,88
Chiang Rai,2,0,0.860511699,1198656,3,7,290.05,21.15,0.95,95
Chon Buri,2,0,0.961017296,1338656,3,8,211.22,28.08,2.92,85.8
Chumphon,2,0,0.353336044,492182,3,7.5,217.45,26.25,1.6,95
Kalasin,2,0,0.704727304,981655,3,8,388.3,24.3,3.8,85
Kamphaeng Phet,2,2,0.521199775,726009,3,8,368.8,26.2,1.3,87
Kanchanaburi,2,4,0.60225395,838914,3,8.5,174.9,26.1,0.7,88.5
Khon Kaen,2,2,1.267853707,1766066,3,9,301.85,24.9,1.65,84.5
Krabi,2,0,0.31446694,438039,3,7.5,323.2,28,1.8,89.5
Lampang,2,0,0.543831482,757534,3,8,294.0333333,24.06666667,0.866666667,95.66666667
Lamphun,2,0,0.28999598,403952,3,8,318.4,24,0,96
Loei,2,0,0.448628273,624920,3,8,428.25,23.35,1.45,93
Lop Buri,2,1,0.542821401,756127,3,8,375.8,26.75,1.85,82
Mae Hong Son,2,0,0.175201358,244048,3,8,234.7,22.7,0.2,94.5
Maha Sarakham,2,0,0.674633775,939736,3,9,385.3,25,2.6,84
Mukdahan,2,0,0.244502121,340581,3,9,231.5,24.4,2.8,85
Nakhon Nayok,2,0,0.182224546,253831,3,0,0,19.1,0,0
Nakhon Pathom,2,0,0.621744857,866064,3,9,168.2,24.6,0.9,97
Nakhon Phanom,2,0,0.505950922,704768,3,8,526,22.7,1.85,85.5
Nakhon Ratchasima,2,1,1.85599739,2585325,3,8,302.0333333,25.03333333,3.033333333,82.33333333
Nakhon Sawan,2,1,0.7693603,1071686,3,8,244.4,26.65,1.1,80.5
Nakhon Si Thammarat,2,5,1.095561986,1526071,3,7.666666667,147.2333333,26.93333333,2.033333333,96.66666667
Nan,2,0,0.342158385,476612,3,7.25,379.425,23.225,0.425,96.5
Narathiwat,2,0,0.536536212,747372,3,8,223,0,4.2,89
Nong Bua Lam Phu,2,0,0.360779919,502551,3,6,0,24,2.2,87
Nong Khai,2,0,0.366034208,509870,3,8,574.3,24.5,2.6,85
Nonthaburi,2,0,0.805930698,1122627,3,9,307.6,0,0,0
Pathum Thani,2,2,0.72572077,1010898,3,9,307.6,28.3,1.7,90
Pattani,2,0,0.476313975,663485,3,8,79.8,27.3,0,97
Phangnga,2,0,0.183014232,254931,3,8.5,417.2,27.4,1.3,82.5
Phatthalung,2,3,0.366890659,511063,3,8,594.1,27.3,1.6,94
Phayao,2,1,0.349236851,486472,3,7,178.7,26.9,3.9,96
Phetchabun,2,0,0.711297499,990807,3,8,161.3,22.6,0.8,98
Phetchaburi,2,0,0.334596775,466079,3,8,354.0333333,26.1,0.633333333,82.66666667
Phichit,2,0,0.394619436,549688,3,9,129.2,26.8,4.3,88
Phitsanulok,2,0,0.611186744,851357,3,9,485,26.6,1.1,91
Phra Nakhon Si Ayutthaya,2,1,0.565453826,787653,3,8,380.5,25.9,1.8,91
Phrae,2,0,0.329335307,458750,3,8,283.3,27.5,3.5,85
Phuket,2,0,0.254025745,353847,3,8,263,25.1,0.9,95
Prachin Buri,2,1,0.337161821,469652,3,7,289,28.65,2.35,88
Prachuap Khiri Khan,2,0,0.367971095,512568,3,8,49.66666667,25.96666667,2.233333333,87.66666667
Ranong,2,0,0.131984669,183849,3,8,911.5,27.8,2.1,88
Ratchaburi,2,0,0.604960423,842684,3,9,110.6,26.8,2.8,88
Rayong,2,0,0.457828842,637736,3,8,275.85,26.9,1.75,88
Roi Et,2,0,0.936897389,1305058,3,9,516.1,23.95,3.4,85.5
Sa Kaeo,2,1,0.391681801,545596,3,8,288.45,26.75,1.45,84.5
Sakon Nakhon,2,0,0.806450456,1123351,3,8,228.2,23.3,2.1,88
Samut Prakan,2,0,0.863790335,1203223,3,8,215.45,27.7,4.7,82.33333333
Samut Sakhon,2,0,0.35830102,499098,3,8,215.45,0,0,0
Samut Songkhram,2,0,0.139333782,194086,3,0,0,25,0,0
Saraburi,2,0,0.445422144,620454,3,8,0,0,0,85
Satun,2,0,0.216422293,301467,3,7,480.7,28.1,2.9,84
Si Sa Ket,2,2,1.042532362,1452203,3,7,441.9,25.2,4.1,84
Sing Buri,2,1,0.153333494,213587,3,8,0,0,0,85
Songkhla,2,2,0.981372552,1367010,3,7.25,176.85,26.3,4.125,92
Sukhothai,2,0,0.431817993,601504,3,8,363.4,26.25,0.8,92.5
Suphan Buri,2,4,0.606661121,845053,3,8.5,188.3,26.15,0.6,87
Surat Thani,2,3,0.726557838,1012064,3,7.5,134.2,26.65,2.65,95.75
Surin,2,0,0.990984476,1380399,3,8.333333333,302.6666667,24.73333333,1.666666667,85.33333333
Tak,2,1,0.381216297,531018,3,8.4,294.48,23.72,1,93.2
Trang,2,0,0.449911873,626708,3,9,1446.7,26.3,2.8,87
Trat,2,0,0.159382495,222013,3,7,299.3,27.4,5.1,90
Ubon Ratchathani,2,1,1.303742103,1816057,3,9,339.6,25.6,1.65,88
Udon Thani,2,0,1.111381568,1548107,3,8,274.7,24.3,1.9,87
Uthai Thani,2,1,0.235494666,328034,3,0,0,26.3,0,0
Uttaradit,2,0,0.330979291,461040,3,9,501,26.8,0.3,85
Yala,2,0,0.354473911,493767,3,8,71.2,25.8,0,96
Yasothon,2,0,0.386841021,538853,3,7.5,339.6,0,0,88
Amnat Charoen,3,0,0.249802652,372241,3,9,339.6,0,0,88
Ang Thong,3,0,0.190627017,284061,3,8,283.3,0,0,88
Bangkok Metropolis,3,5,3.808260867,5674843,3,8.25,208.04,27.975,2.425,82.5
Bueng Kan,3,0,0.273554107,407634,3,7,0,0,0,75
Buri Ram,3,3,1.046267253,1559085,3,8.5,257.95,24.85,3.85,88
Chachoengsao,3,1,0.45591009,679370,3,9,362.8,25.9,1.8,92
Chai Nat,3,0,0.223640686,333256,3,8,264.8,26.6,2,90
Chaiyaphum,3,0,0.756588489,1127423,3,9,282.1,25.5,2.8,74
Chanthaburi,3,0,0.34684989,516855,3,9,904.8,27.4,1.75,87.5
Chiang Mai,3,1,1.10469061,1646144,3,7,320.45,20.3,1.95,88
Chiang Rai,3,0,0.80439137,1198656,3,7,290.05,21.15,0.95,95
Chon Buri,3,0,0.898342255,1338656,3,8,211.22,28.08,2.92,85.8
Chumphon,3,0,0.330292389,492182,3,7.5,217.45,26.25,1.6,95
Kalasin,3,1,0.658766828,981655,3,8,388.3,24.3,3.8,85
Kamphaeng Phet,3,2,0.487208486,726009,3,8,368.8,26.2,1.3,87
Kanchanaburi,3,3,0.562976519,838914,3,8.5,174.9,26.1,0.7,88.5
Khon Kaen,3,1,1.185167596,1766066,3,9,301.85,24.9,1.65,84.5
Krabi,3,0,0.293958226,438039,3,7.5,323.2,28,1.8,89.5
Lampang,3,0,0.508364212,757534,3,8,294.0333333,24.06666667,0.866666667,95.66666667
Lamphun,3,0,0.271083199,403952,3,8,318.4,24,0,96
Loei,3,1,0.419369907,624920,3,8,428.25,23.35,1.45,93
Lop Buri,3,0,0.507420005,756127,3,8,375.8,26.75,1.85,82
Mae Hong Son,3,0,0.163775183,244048,3,8,234.7,22.7,0.2,94.5
Maha Sarakham,3,0,0.63063592,939736,3,9,385.3,25,2.6,84
Mukdahan,3,1,0.228556331,340581,3,9,231.5,24.4,2.8,85
Nakhon Nayok,3,0,0.170340336,253831,3,0,0,19.1,0,0
Nakhon Pathom,3,0,0.58119628,866064,3,9,168.2,24.6,0.9,97
Nakhon Phanom,3,0,0.472954123,704768,3,8,526,22.7,1.85,85.5
Nakhon Ratchasima,3,3,1.734954082,2585325,3,8,302.0333333,25.03333333,3.033333333,82.33333333
Nakhon Sawan,3,0,0.719184629,1071686,3,8,244.4,26.65,1.1,80.5
Nakhon Si Thammarat,3,0,1.024112292,1526071,3,7.666666667,147.2333333,26.93333333,2.033333333,96.66666667
Nan,3,0,0.319843708,476612,3,7.25,379.425,23.225,0.425,96.5
Narathiwat,3,0,0.50154472,747372,3,8,223,0,4.2,89
Nong Bua Lam Phu,3,0,0.337250794,502551,3,6,0,24,2.2,87
Nong Khai,3,0,0.342162412,509870,3,8,574.3,24.5,2.6,85
Nonthaburi,3,1,0.75337,1122627,3,9,307.6,0,0,0
Pathum Thani,3,2,0.678391154,1010898,3,9,307.6,28.3,1.7,90
Pattani,3,2,0.44525002,663485,3,8,79.8,27.3,0,97
Phangnga,3,1,0.171078522,254931,3,8.5,417.2,27.4,1.3,82.5
Phatthalung,3,1,0.342963008,511063,3,8,594.1,27.3,1.6,94
Phayao,3,0,0.326460535,486472,3,7,178.7,26.9,3.9,96
Phetchabun,3,0,0.664908531,990807,3,8,161.3,22.6,0.8,98
Phetchaburi,3,0,0.312775246,466079,3,8,354.0333333,26.1,0.633333333,82.66666667
Phichit,3,1,0.368883386,549688,3,9,129.2,26.8,4.3,88
Phitsanulok,3,1,0.571326739,851357,3,9,485,26.6,1.1,91
Phra Nakhon Si Ayutthaya,3,0,0.528576402,787653,3,8,380.5,25.9,1.8,91
Phrae,3,0,0.307856917,458750,3,8,283.3,27.5,3.5,85
Phuket,3,0,0.237458848,353847,3,8,263,25.1,0.9,95
Prachin Buri,3,0,0.315173007,469652,3,7,289,28.65,2.35,88
Prachuap Khiri Khan,3,1,0.34397298,512568,3,8,49.66666667,25.96666667,2.233333333,87.66666667
Ranong,3,0,0.123376973,183849,3,8,911.5,27.8,2.1,88
Ratchaburi,3,0,0.565506482,842684,3,9,110.6,26.8,2.8,88
Rayong,3,0,0.427970439,637736,3,8,275.85,26.9,1.75,88
Roi Et,3,0,0.875795385,1305058,3,9,516.1,23.95,3.4,85.5
Sa Kaeo,3,0,0.366137336,545596,3,8,288.45,26.75,1.45,84.5
Sakon Nakhon,3,0,0.753855861,1123351,3,8,228.2,23.3,2.1,88
Samut Prakan,3,0,0.807456183,1203223,3,8,215.45,27.7,4.7,82.33333333
Samut Sakhon,3,0,0.334933562,499098,3,8,215.45,0,0,0
Samut Songkhram,3,1,0.130246796,194086,3,0,0,25,0,0
Saraburi,3,0,0.416372874,620454,3,8,0,0,0,85
Satun,3,0,0.202307796,301467,3,7,480.7,28.1,2.9,84
Si Sa Ket,3,3,0.974541121,1452203,3,7,441.9,25.2,4.1,84
Sing Buri,3,0,0.143333483,213587,3,8,0,0,0,85
Songkhla,3,1,0.917369994,1367010,3,7.25,176.85,26.3,4.125,92
Sukhothai,3,0,0.40365595,601504,3,8,363.4,26.25,0.8,92.5
Suphan Buri,3,2,0.567096265,845053,3,8.5,188.3,26.15,0.6,87
Surat Thani,3,1,0.679173631,1012064,3,7.5,134.2,26.65,2.65,95.75
Surin,3,1,0.926355054,1380399,3,8.333333333,302.6666667,24.73333333,1.666666667,85.33333333
Tak,3,0,0.356354364,531018,3,8.4,294.48,23.72,1,93.2
Trang,3,2,0.420569794,626708,3,9,1446.7,26.3,2.8,87
Trat,3,0,0.148987984,222013,3,7,299.3,27.4,5.1,90
Ubon Ratchathani,3,0,1.218715444,1816057,3,9,339.6,25.6,1.65,88
Udon Thani,3,0,1.038900161,1548107,3,8,274.7,24.3,1.9,87
Uthai Thani,3,0,0.220136318,328034,3,0,0,26.3,0,0
Uttaradit,3,0,0.309393685,461040,3,9,501,26.8,0.3,85
Yala,3,0,0.331356047,493767,3,8,71.2,25.8,0,96
Yasothon,3,0,0.361612258,538853,3,7.5,339.6,0,0,88
Amnat Charoen,4,0,0.354371205,372241,3,4.5,229.1,24.7,2.8,85
Ang Thong,4,0,0.270424372,284061,3,4,104.3,0,0,88
Bangkok Metropolis,4,8,5.402416579,5674843,3,3.5,218.74,29.625,2.925,86.75
Bueng Kan,4,0,0.388065129,407634,3,3,0,0,3.6,75
Buri Ram,4,5,1.484239591,1559085,3,2.5,205.75,25.75,3.15,87.5
Chachoengsao,4,0,0.646756175,679370,3,4,164.8,27.8,0.9,94
Chai Nat,4,1,0.317257718,333256,3,4,143.8,27.3,1.5,89
Chaiyaphum,4,0,1.07329995,1127423,3,3,104.5,27.5,1.7,76
Chanthaburi,4,0,0.492042867,516855,3,3,257.6,28.1,1.3,91.5
Chiang Mai,4,0,1.567119238,1646144,3,2.5,76.95,19.8,2.75,78
Chiang Rai,4,0,1.14111334,1198656,3,1,83.45,20.95,0.9,93.5
Chon Buri,4,0,1.274392502,1338656,3,3.8,244.28,29.28,2.66,88
Chumphon,4,0,0.468554319,492182,3,5.5,204.35,27.15,1.2,95
Kalasin,4,1,0.934529686,981655,3,3,116.2,24.5,1.5,93
Kamphaeng Phet,4,3,0.691156224,726009,3,2,224.3,25.1,1,85
Kanchanaburi,4,2,0.798641108,838914,3,1.5,130.85,26.85,0.9,85.5
Khon Kaen,4,2,1.681284264,1766066,3,2.5,191.25,25.85,2.1,84
Krabi,4,1,0.417010507,438039,3,6.5,194.05,29.4,3.7,87
Lampang,4,0,0.721167835,757534,3,2,179.5333333,22.83333333,0.566666667,88.66666667
Lamphun,4,0,0.384559887,403952,3,2,104.1,22.3,0.2,92
Loei,4,0,0.594920101,624920,3,2,181.95,25.5,1.4,89.5
Lop Buri,4,3,0.71982838,756127,3,3.5,149,28.1,1.9,84
Mae Hong Son,4,0,0.232332236,244048,3,2.5,154.8,20.85,0.15,95.5
Maha Sarakham,4,0,0.894623049,939736,3,3,70.6,26.4,1.8,89
Mukdahan,4,0,0.324231074,340581,3,2,73.4,25.3,1.9,85
Nakhon Nayok,4,0,0.241645593,253831,3,0,0,20.3,2.3,90
Nakhon Pathom,4,0,0.824487746,866064,3,2,350.6,25.9,0.8,96
Nakhon Phanom,4,0,0.670934919,704768,3,3,69.15,23.8,1.5,86.5
Nakhon Ratchasima,4,5,2.46121393,2585325,3,3.666666667,200.9666667,26.86666667,2.366666667,83
Nakhon Sawan,4,0,1.020238659,1071686,3,2.5,147.4,27.45,1.25,82.5
Nakhon Si Thammarat,4,3,1.45281046,1526071,3,7.333333333,322.3333333,27.13333333,1.433333333,96.66666667
Nan,4,0,0.453731772,476612,3,1,63.775,21.875,0.325,95.75
Narathiwat,4,0,0.711493672,747372,3,8,323.8,0,4.8,89
Nong Bua Lam Phu,4,0,0.478425545,502551,3,2,0,26.1,2.6,85
Nong Khai,4,0,0.485393189,509870,3,2,184.3,24.7,2.1,85
Nonthaburi,4,0,1.068734186,1122627,3,5,247.8,0,0,0
Pathum Thani,4,1,0.962368847,1010898,3,5,247.8,29.2,2,94
Pattani,4,1,0.63163375,663485,3,8,246.1,27.5,1.2,97
Phangnga,4,0,0.242692787,254931,3,3,215.25,28.95,0.65,87
Phatthalung,4,1,0.486528918,511063,3,6,472.4,28.1,1.7,95
Phayao,4,0,0.463118433,486472,3,7,333,27.1,3.6,96
Phetchabun,4,0,0.943242335,990807,3,2,112,21,1.1,95
Phetchaburi,4,1,0.443704419,466079,3,2,68.46666667,26.63333333,0.433333333,82.66666667
Phichit,4,0,0.523299687,549688,3,4,192.9,27.9,4.4,85
Phitsanulok,4,0,0.81048677,851357,3,2,165.7,26,2,90
Phra Nakhon Si Ayutthaya,4,0,0.749840943,787653,3,3,126.4,25.2,1.8,90
Phrae,4,0,0.436727255,458750,3,4,104.3,28.3,2.5,90
Phuket,4,2,0.336860227,353847,3,4,68.9,22.9,1,93
Prachin Buri,4,1,0.447105894,469652,3,6.5,491.7,29.15,1.95,87
Prachuap Khiri Khan,4,1,0.487961669,512568,3,4,167.3333333,27.1,1.966666667,88.66666667
